Unnamed: 0,Unnamed: 0,Date,Reviews,Ratings,Serial,Name
15965,2,21-Aug-19,"Spent two hours at the dealership, negotiated the sales prices, negotiated trade, agreed on finance rate with the sales person.  Then was told the finance rate is not advertised anywhere and for me to find it.  I walked away, went to Park Place Grapevine same deal, and the same finance rate that was agreed upon that is being advertised by Lexus at the lower rate no issues closed the deal and walked out with a new 2020 NX within an hour.  Having been a Sewell customer for the past 7 years was extremely disappointed with this experience, and being lied to.  If they didn't like the deal that was negotiated they should have just said so rather than lying.  Will never be doing business with a Sewell dealership again.  ",1,915,Texas_without_threshold\Lexus24 Reviews of Sewell Lexus of Dallas.csv
22357,15,21-Jul-19,"Don't work with him he is not honest and he is a flattering person. I suggest you don't work with him, but if you decide to deal with him read the contract carefully then sign the contract to make sure everything is the same as you talked to him.",2.4,1262,Texas_without_threshold\Toyota137 Reviews of Toyota of Plano.csv
8500,1,19-Jul-19,"FINANCE RUN BY INEXPERIENCE/ CUSTOMER HAS 800+ CREDIT SCORE / ONE OF CUSTOMERS COMPANIES HAS A OPEN LINE OF CREDIT WITH FORD FOR $250,000.00 // TIS VEHICLE PERSONAL USE.",2.2,489,Texas_without_threshold\Ford17 Reviews of Jim Bass Ford Inc..csv
19141,8,17-Jul-19,"F better business bureau rating.  Will not accept or return calls.  Failed to payoff a loan leaving us to pay $2500.  Sure, everyone says ""worst experience of my life"".  I really mean it.  Traded in a leased car.  Didnt pay it in full.  Now our home loan is denied  insurance rates higher due to credit score.  Credit bureau reached out  no response.  Nissan reached out  no response.

Dispicable service.  ",1.6,1109,Texas_without_threshold\Nissan90 Reviews of AutoNation Nissan Lewisville.csv
2729,4,11-Jul-19,"Purchasing a used car.  Our bank will give us a much better interest rate so we were going with them. They had already run our credit which 800+.  Our bank called them and told them we were pre-approved also, but would take a couple of days for the check to get to them. We we putting $6k down.  They would not hold the truck with our $6k and pre'approval from our bank.  They INSISTED we finance through them!!  This is a bad way treat customers.  Rest assured if I was buying a new car I would be going somewhere else!  ",1.3,225,Texas_without_threshold\Chevrolet41 Reviews of Lone Star Chevrolet.csv
17863,13,01-Jul-19,This dealership does not have it together. Our sales lady was great. That’s the extent of it. Make sure you check and see exactly what you’re used car comes with before signing the dotted line. Ours did not come with a  Key fob. Management is absolutely a joke they take your money and watch you off. I guess they are not concerned about returning customers because I most definitely will never visit another Clay Cooley dealership in my time. Finance is an absolute joke my husband had to go and find our finance in himself and actually have our financing company Speak to the finance department to get the ball rolling. Once again never will they get my business ever again. Too many dealerships out there that want my business. I guess Clay Cooley things they have enough dealership said they are well on set and don’t need returning customers.,1,1058,Texas_without_threshold\Nissan114 Reviews of Clay Cooley Nissan.csv
22615,3,29-Jun-19,"I will have to warn to stay away from this dealership, they cannot be trusted to honor price agreements and will up prices at the last minute. Don't be afraid to walk off last minute on them and make false verbal agreements, they'd do the same to you.

Sales rep provided me a quote on a Tacoma which I agreed to and so I drove 40 minutes back to their dealership to make a purchase. I go in, confirmed the price verbally, test drive the vehicle then they sit me down to pull a credit check which I was comfortable with as I have near 800 credit. I sign the paper, they run my credit.

THEN they tell me there's a problem, that there's a mistake on the price. They need to charge me another $1500 + $800 for their security package. Normally I would just walk away at this point, but they made this a personal attack on my wellbeing when they made a hard pull on my credit before telling me they're changing the price on me. Not to mention the time it takes to get answers at a dealership.

I am not going to blame the sales representative since they can only do prices someone else approved. I am blaming AutoNation, a public company that can't take responsibility for its employees actions despite making a net profit of $400+ million a year.

I will also point out that I didn't like the tone of the manager, David, who said I signed the credit check approval papers when I pointed out they already did a credit pull on me. Well of course I signed it, I trusted in the previously agreed price and signed the bloody approval papers to buy the car at that price. Said they won't honor it unless it's on their paper with all prices written down. He then disappears and let's the sales rep do going back and forth again and I get to spend my time sitting there waiting. I budged a bit to add another $500 on the previous price but they were not going to do it.

Petty me is now here having to write bad reviews and will be warning people about them online for the next 2 years because that's how long a hard credit pull stays on my credit report.

You've been warned. Don't be a fool, don't try Autonation.

They will be seeing me again though. I have a lifetime warranty on my Camry'a battery with them. But now I need another place for oil changes.",1.2,1275,Texas_without_threshold\Toyota20 Reviews of AutoNation Toyota South Austin.csv
3002,4,27-Jun-19,"Sterling McCall Chevrolet was the first dealership I reached out to because their online price for a 2019 Chevy Colorado was thousands below any other dealer. Unfortunately, they were unable to honor that price because they could not even find out how they came up with such a discount. The Sales Manager, Christian Garcia, and sales people, Celia and Roy, all failed to get back to me. Anytime I asked a question they couldn’t answer, they just never responded or called me back. Fortunately, I was able to get the deal I wanted at Autonation Chevrolet West Austin. They were definitely worth the drive. They were transparent, responded immediately, and saved me three thousand dollars. I am certain Sterling McCall posts their online prices just to bait and switch you when you come in or blame you for their failure to deliver. I recommend you go elsewhere if you want to be treated with respect. ",1,242,Texas_without_threshold\Chevrolet71 Reviews of Sterling McCall Chevrolet.csv
11767,11,23-Jun-19,"I am a disgruntled potential customer that would like to share my experience today at your dealership. I hope this gets escalated so that it can be corrected. Today, my mom and I were in the market for an accord. After visiting Big Star and Clearlake, Clearlake gave me a great deal, everything was lined up, except one thing- they did not have the car in stock. They would have to do a trade, and it would be ready for pick up on Tuesday. So I decided to call your dealership for a quote and availability. Nick answered, said the car is in stock, gave me a solid deal: beat Clearlake by $100 and will match the special interest rate, pending credit. At the time, my mom was weary of visiting two dealerships so she did not want to visit a 3rd. So she did the online credit app, sent me in to iron out all the numbers, and went to work. If the numbers were good, she would come in to sign. 

When arrived, I was greeted by Nam Nguyen, friendly guy, who helped me. The deal was made. Then we went to finance. I was initially helped by Matt. After he did some crunching, he told me the interest rate would be over 5%. I questioned it, I was told that it would be 2.9% special rate, and my mom’s credit was over 800, it should qualify for it. He explained that with special pricing, I cannot receive special interest. I stated that’s not what I was quoted before I came in. He then stepped out of the office, and when he returned, he told me Javier will help me. Confused on why I’m being passed around. Javier asked me my age, and told me in order to buy the car, I have to be on the loan as well. I told him I do not want to be on the loan, my mom’s credit and income should be enough. He then advised me that since the car is for me, I have to be on the loan or else it’ll be considered a straw purchase, and that’s illegal. I questioned it, so how is it possible that parents buy cars for their kids to go to college, or when people buy cars as a gift. Father’s Day, Mother’s day, anniversary, Christmas, whatever the reason shall be. His reply, “only if they are under 18”. It still didn’t make sense but I responded, “I never heard of straw purchasing, I just learned something new. But regardless, I’m not under 18, and if I have to be on the loan, then it’s a deal breaker, I guess we won’t buy today” His reply, “if you don’t buy the car from us today, I will call all the banks and tell them you’re doing a straw purchase, blocking you from buying it somewhere else”. At that moment, I took it as a threat, strong arming me, forcing me to apply by his rules or else. Is that how Gillman treats their customers? Angry, I walked out his office. Of course he tried to stop me, and said he’s willing to make a deal. I was too angry to hear what “deal” he had to offer, so I left. We have purchased many cars throughout the years, but never once have we been treated this way. It’s very frustrating. If your dealership considers it a straw purchase and cannot sell, then so be it. But is threatening a customer apart of the process, is it necessary? I just want to share my experience, but I also hope someone can explain what just happened. Thank you for your time, I look forward to hearing back. ",1,696,Texas_without_threshold\Honda79 Reviews of Gillman Honda Houston.csv
22219,14,20-Jun-19,"I bought a 33000 mile rental Corolla. Haggled for two hours to negotiate 15000.00 walk-out price. Then a HIGH PRESSURE finance guy takes us to back room to sign papers. He lectured us for 2 hours on why we had to buy MPP extended warranties. Finally got tiered of arguing with him and settled for just a fraction, 3600.00. Interest for 1st time buyer with excellent credit was 8.9 percent. 1st salesman said I could refinance for 4 percent in 6 months. It’s actually a year. Glad the nightmare is over! ",1.7,1260,Texas_without_threshold\Toyota124 Reviews of Texas Toyota of Grapevine.csv
15688,6,15-Jun-19,The worst cart buying experience I have ever had! DO NOT WASTE YOUR TIME >> TOTAL CON MEN!!! Tried to sneak in excess charges on the finance contract!,1,896,Texas_without_threshold\Kia68 Reviews of Fredy Kia.csv
2921,11,04-Jun-19,"This company is the worst.They have horrible customer service .They will sell you a lemon vehicle and not take responsibility for it. They only advise you to get a new one, not to mention they do fraudulent activities. They have you sign off on a monthly payment and when you leave to get your other party change the whole loan. Also the person who does the application to see if you qualify will open a fraud case against you and say your transfering information from the previous loan knowing this isn't true because the person is with you to sign there part of the deal. I almost hit a child twice due to the vehicle taking off by itself  2018 brand new traverse ls ..YOU HAVE BEEN WARNED.. PLEASE TAKE HEED BEFORE DEALING WITH THIS DEALERSHIP .",1,237,Texas_without_threshold\Chevrolet60 Reviews of Friendly Chevrolet.csv
850,5,30-May-19,Extremely frustrating and embarassing.  I was pre-approved with my CU for the loan and I was putting $10K cash down.  Your store refused to accept my down payment and CU financing letter and tried forcing me to finance with BMW to take the car.  The car was $12k and I was putting down $10k and you all put me through xxxx over $2k.  I felt untrusted as well as being taken advantage of by typical shady dealer tactics to get sales and cars financed.  I work for a CU and I promise you - I will not allow my staff to refer my members to you.  You all refuse to work with me in anyway and I think that's horrible when I know I've sent members to you with drafting instructions and/or pre-approval letters for cars.,1.5,40,Texas_without_threshold\BMW46 Reviews of BMW of West Houston.csv
11942,1,29-May-19,"This dealership is under multiple county & state investigations. DO NOT DO BUSINESS WITH THEM.
Literally, HUNDREDS of customers have not been given titles or license plates for purchased vehicles. Their Texas dealer license is up for renewal on 5-31-19 and I cannot imagine it being renewed.  Capital One Bank has filed a lawsuit against them.  Hyundai refuses to shut them down, so the state is certainly going to.  RUN AWAY.  ",1,701,Texas_without_threshold\Hyundai105 Reviews of Fenton Hyundai.csv
23686,1,26-May-19,"
I never write reviews but after seeing all the great ones here I felt compelled to share my experience since I unfortunately had such a horrible one. 

I went in wanting to look at the xc90 but was open to look at other vehicles. I walked in and was greeted by the receptionist and was told that a salesman would be with me shortly. After 20 minutes, Daniel finally walks out and offers me no apology for waiting and instead of offering to show me cars he asks me to go to his office. I was confused but I followed and he immediately asks me to run a credit application. 

Now, I have purchased a car before and this was not how my experience with them went. So I was very disappointed that a dealership who is supposed to be so professional and warm and welcoming did not offer me the same as they apparently have many other customers. 

When I told Daniel that I wanted to wait on completing the credit application and wanted to look at the cars first, I could tell he was upset. He told me to look around and to let him know if I saw something I liked. I didn’t understand why I had to go look at the cars by myself. Isn’t the whole point of a having a salesman is to have them help you and show you the cars??

I walked out and had to use the rr so on my way back out, I overheard the finance manager and the general manager talking. He told him some really outrageous things about the customers they had there. The gm started laughing. I seriously couldn’t believe they were talking about their customers like that!!!

I asked someone what their names were and was told it was Daylan and Lionel.

I left and will never return to that dealership, let alone consider actually purchasing a car from them if they still have those type of employees there. Those people care nothing about their customers and are clearly racists.",1,1331,Texas_without_threshold\Volvo2 Reviews of Volvo Cars West Houston.csv
10952,16,25-May-19,"Im so much disappointed in my coming over there. 1. I thought im gonna be paying only the TTL and the upside down of my vehicle. 2. The trade in value of my van is a total disrespect. 3. The agent assigned to me just throw to me my key when i asked for it. 4. The final price was just too high from the price given to me by the internet agent. If i might pick up the cheapest, its at least 10000 more than she intially gave me. 5. They checked my credit score only to find out that there is a high interest rate despite of a very good credit score. SUCH A DISAPPOINTMENT. ",1,668,Texas_without_threshold\Honda160 Reviews of Honda Cars Of Katy.csv
769,6,22-May-19,"I purchased a vehicle from this dealership that turned out to be structurally unsound (via the mechanic I took it to after the fact), when I returned, within the 5 day reversal period allowed, they offered to ""fix it"", at no charge, which leads me to believe they knew the problem existed before selling it to me. Naturally I said no, that I still wanted to return it, easy, nbd right? Shouldn't have been, but since I used my own bank, for outside financing, 2 weeks later, when I noticed the loan still had not been paid off, I called and they said it was something I'd have to discuss with my bank. Low and behold, no it was not, because the funds dispersed to BMW had already been processed, and it should have been the responsibility of BMW to reverse it. Long story short, I now have interest due on a unsound vehicle that I drove for less than 5 days. Also, they gave me the run around about ""processing time"" when I addressed that they took too long to return the check, which took 2 days to fix the loan, once they actually sent it.",2,38,Texas_without_threshold\BMW40 Reviews of BMW of Dallas.csv
1409,3,30-Apr-19,They lied to me about how many banks approved me for a loan and used it against me while negotiating a price. I won't be going back.,1,95,Texas_without_threshold\Buick4 Reviews of GabrielJordan Buick GMC.csv
4170,9,30-Apr-19,I spent so much time to find the right vehicle (3 trips) and when we finally settled on one they refused to sell it to me because I had my own financing in place. We had agreed on a price and had it in writing and they backed out because they wanted to run my credit again to go through their financing. I refused to let them do that and even though one of the managers said it didn't matter to them how we purchased they didn't sell me the car.,1,309,Texas_without_threshold\Chrysler33 Reviews of AutoNation Chrysler Dodge Jeep Ram North Richland Hills.csv
3006,8,23-Apr-19,"I am the last person to leave someone a negative feedback, but this fellow left me no choice but to warn the up coming customers to this dealership or perhaps this particular fellow.  (Pleasant Abraham)
I picked a car from their sister dealership down the street, liked it driven around and was sold on the price that was advertised for. 
I was there with preapproved from JSC bank with pretty decent financial rate. Did not want to get financed from the Dealer due to my own bank’s great rates. But since my super nice sales accisites (James/Wolf) insisted that they may offer me better rate. So, why not. I was agree.
I sure was pleased with their hospitality and help they provided during my decision. 
Everything went well until I was taken to this finance department. Let me mention that I was the only customer in waiting area waiting for these guys to take me in and help me get out soon they can. 
It took about 30-35 min. Which is okay. 
But it wasn’t that easy and ok as much as I thought it would or can be. This fellow I dealt with name (Pleasant Abraham) started working on my case. He was taking his sweet time which is understandable. But no smile on his face must be the work load, I don’t know. 🤷???
We had 3,500.00 as a down payment. Once he was done running number around his screen. He straight up told us what our monthly payment will be. 
But I asked him what rate am I getting. He said 4.9% when I went there with 3.4% approved from JSC bank. Told him no we rather just get it done from our bank. He asked us if we have a paperwork to show him... after confirming everything he left the office and returned after while and goes back to his computer screen and gave us another monthly payment. 
My question remained the same what’s my % rate? He said he will match or beat by one point. 🤦???
But what’s the point getting same rate after spending almost 2 hrs For same %. I said it’s okay we will just keep the banks offer. But thank you. 
Oh, boy.. This guy pissed off or what!? I don’t know. He with a smirking face gave me a look and said.. What do you want me to do !? Give you a 0%? 
That was pretty rude of him. I got shocked and said oh you are not as plasenst. Are you !? 
He replied I try to be. I acknowledge him that he is being rude. He straight up told me if I am the one who will sign the paper work? Since I wanted the car to be under my little brothers name and I was paying down payment to help him out. So, I said sure he said no you are not you can leave. 
I really was pissed off at this point I told him look we really have to go.. please finish the paper work it’s already passed 9:15-20 and I have 5 years old baby to pick up from a baby sitter. 
He said you guys can go deal with some one else. And my little brother ask me to stop let him finish. 
So, I figured if I say YES to everything he wants. 
Then I may end up See his pleasant side. 
(Which was no where to be found) smh 
This was my experience guys. I don’t know about others but this guy definitely don’t want people to be smart or question him. If you one of those who don’t like asking question then Mr, (pleasant Abraham) your guy. Good luck 
Or else request a different  finance Manager to deal with. 
Good luck. Because I didn’t have that after meeting this guy.",2.4,242,Texas_without_threshold\Chevrolet71 Reviews of Sterling McCall Chevrolet.csv
2147,3,18-Apr-19,"Don't come here unless you want your credit threatened.  After shopping here, two days later the F & I Manager called and tried to intimidate us by saying “I’d hate to have to make these inquiries on your credit” implying he was going to attack our credit and cause a drop in our score. Essentially, he was attempting to BLACKMAIL us into coming back to buy a car.

Tip: if for some terrible reason you end up here, freeze your credit before going.",1,165,Texas_without_threshold\Chevrolet19 Reviews of Galleria Chevrolet.csv
5146,35,10-Apr-19,"Salesman, financial guy, tries to get over on you  to benefit them..meaning to earn more money for them. They do not have the best interest in the customer. Went to Dodge in Frisco and they gave me lower payments and a better deal for the same vehicle. Dodge Frisco has the best interest for the customer.",1,345,Texas_without_threshold\Chrysler75 Reviews of Huffines Chrysler Jeep Dodge Ram Lewisville.csv
21886,6,29-Mar-19,"I purchased my Subaru BRZ there and everyone is always smiling.   The problem is that everything I was told turned out to be a lie.  I was given a ""discount"" that magically disappeared with ""add-ons"".  I asked to do my own financing and please do not have a free for all on my credit by doing hard inquiries.  I found out a day later they did 7 hard inquiries and lowered my credit score 40 points.  I was in the fiance room for 45 minutes saying over and over again I did not want the extended warranty.  I finally gave up and said yes just to get out of the room.  I came back later and cancelled the extended warranty.  That was 8 weeks ago.  I have made numerous calls and keep getting blown off.  The ""credit"" they say you will get when you cancel does not exist.  They are crooks and con men who smile all the time lying and deceiving you.",1,1237,Texas_without_threshold\Subaru23 Reviews of Hiley Subaru.csv
15620,2,24-Mar-19,"I WAS LIED TO ABOUT HAVING MY CREDIT RAN. THE SALESMAN INFORMED ME WOULD BE A SOFT INQUIRY AND WOULD NOT EFFECT MY CREDIT SCORE, HE OUT RIGHT LIED TO MY FACE, NOT ONLY WILL IT EFFECT YOUR CREDIT SCORE IT REMAINS ON THE 3 BUREAUS FOR 2 1/1 YRS! IF YOU CARE ABOUT YOUR CREDIT DON'T GO TO COWBOY KIA IN CONROE, TX, FIND A HONEST DEALERSHIP",1,894,Texas_without_threshold\Kia58 Reviews of Cowboy Kia.csv
23167,6,21-Mar-19, My overall experience was bad we got there tried the vehicle everything was fine after that we asked for a Spanish-speaking finance representative and they were not helpful with that once we got in finance they were not helpful at all we asked about different companies financing they wouldn’t explain anything to us they just kept saying that every company was the same So they did not give us options for financing,1.4,1300,Texas_without_threshold\Toyota75 Reviews of Mike Calvert Toyota.csv
2825,15,12-Mar-19,"Buyer Beware!!

If you buy a used car from this business, which I highly recommend you do not, make sure to have a third party mechanic look it over. Do not listen to their sales staff about how the vehicle has gone through rigorous testing by certified staff. 

I am currently in the middle of purchasing a truck from them which is contingent upon Clay Cooley fixing issues my third party mechanic discovered, which their ""Top Notch"" mechanics had missed; as well as, repainting the truck. In fact, the truck wouldn't even pass inspection.

During this time of waiting for the repairs to take place, no one could give me any answers as to the status of the truck. Getting anyone to call you back is the most difficult process for this company. After leaving multiple messages with the sales staff, finance, and managers, I received a response one week after dropping the truck off. Now to mention again, the loan was not to go through to the bank until after the truck was fixed and I inspected it. 

They finance department had decided it was ok to send the loan through anyway. So this process is still an ongoing mess right now. The person in finance I am working with, Rahim, had me come in and resign some paperwork to extend the start date of the loan because the repairs were taking longer. 

In my haste, ignorance and misguided trust in the company, it was not until later when I received the loan note from the bank, that I noticed the price of the vehicle was increased by over 3k. Rahim assured me that the paperwork I had signed was just an extension for the date and not once did he tell me about the increase in price from the original loan. What they did was lower my interest rate and raise the loan amount so the monthly payments looked the same.

 Not a tactic I would expect in a company like Clay Cooley. I've tried to reach out to talk to Rahim and figure out why he tricked me into signing this deal, and while yes I should have read the many pages in detail, Rahim assured me it was the same deal, just a date push out. Also to reiterate, the loan was not supposed to be processed until I inspected the truck. 

I will update more details on how my loan was changed to an amount which was not after upon soon.",1,227,Texas_without_threshold\Chevrolet49 Reviews of Clay Cooley Chevrolet.csv
19128,4,12-Mar-19,"So here it goes….I bought a used 2015 Nissan Rogue SV in March 2018 from a salesman that was fair with me, but once I got home after financing, things were not as I and my wife were advised. I was told I was paying $436 a month at an 8% interest rate. This included $34.00 monthly for a “service package” which was paid directly to the dealer and not financed but was somehow included in my monthly payment. So I am paying $8,987.64 in interest on a $17,000 car. And got sold a $2,469.56 service package, for oil changes. 
Fast forward to January. I get an email telling me I am eligible for a upgrade with no down at a lower interest rate as a loyal customer. I go in and they tell me the payment for a 2019 Rogue Sport SV is $755 a month and NMAC has a program where the payment will go down in 4 months after 4 consecutive payments by $200-250 a month. 
I ask for proof and they tell me over the phone the NMAC representative in there in their office and location just for this. I can speak to him when I come in.
I come in and the finance guy Jade has a piece of scratch paper with $755 in a sharpie marker and a highlighter spot for me to sign. I said no way I refuse to sign as I told you until I get concrete details. 
He said ,”bye then”.
That’s my great customer service story (and I am leaving out the 2 consecutive days of 3+ hours I spent there waiting before leaving).
# days later me and my wife go to get her a new car and upgrade and she is notified her credit has been hit 7 times without her consent by this dealership running her credit. Her score was 7 points lower.
They never once asked for her consent or mine to use her. They kept asking for her information and I refused as I had no details.
Then today the sales agent (the only honest one there) told me they still wanted to work with me, and his boss asked to get me back. I told him I need proof of this program at NMAC and wanted to speak to the guy personally as I know its not true after calling NMAC and inquiring and they were appalled Clay Cooley would misrepresent themselves and illegally run my wife’s credit, and mine they ran 13 times. Why I have no idea except desperation to get me approved. 
This is just the beginning for me pursuing what is right. I will not rest until I am finally treated right, and they fix their wrongs. 
Do not buy from them without a lawyer or police officer, then you may have a fair shot.
I am personally fearful to take my car there for my over-priced service package as I feel retaliation.
Maybe the manager has some dignity lets see…………
",1,1108,Texas_without_threshold\Nissan9 Reviews of Clay Cooley Nissan Irving.csv
18093,28,09-Mar-19,"Got a call from Kelly telling me I was pre-approved come in. I asked several times what the amount was that I was pre-approved for and the monthly payment to make sure it was something I could afford and make sure I can get it to something that I was comfortable with paying monthly. She told me it did not matter, I would be approved for any amount $0 down. I went in after work on a Friday, spent two hours looking at vehicles, and finally chose one and then was told I would have to come back tomorrow because the banks are closed. I called Saturday morning before I head down there, it is a 45 minute drive for me and everything is getting put together should have everything ready for me to sign when I get there. Instead of calling me so I don't waste my time. I drive 45 minutes down there to find out that I cannot get the vehicle I chose the night before without $5,000 down. So I choose a less expensive vehicle go down $ $10,000 come back with that could finance that with $3,000 down and that I need to stick with a Nissan because they have more options of financing.  And then because it was a truck it is harder to get financing for a truck so I went to an SUV, and I'm now I'm told they can Finance it with 1500 down as I went down in the cost of the vehicle another $5000. They do not call in down payment they call it a bank fee or get a cosigner so 0 down never happened unless you have wonderful credit and make $10,000 a month. I requested how to post a review on their website and was told they would have a manager call me they did not want me to post a review on their website. Holly Menges ",1.4,1066,Texas_without_threshold\Nissan170 Reviews of Central Houston Nissan.csv
8213,28,02-Mar-19,"I was working a purchase on a 2 year old vehicle. Price asked was fair and they weren't willing to negotiate, but as I said it was fair. I was presented an offer that included a $2K service contract and $1199 fee to buff out some paint imperfections and add 1 key fob, with an 6.9% APR(I'm preapproved for <4% at my credit union). This was a turn-off for me. I decided to just pay cash outright and the salesman informed me that I would need to pay a $1000 fee to do so, since they would be losing revenue from financing. I decided to bounce. Turned out well as I found a vehicle that was one yr newer and they gave me a 3.4% apr. I'm not saying their unscrupulous, but you need to watch the things they slide in that you dont request.",1.6,475,Texas_without_threshold\Ford125 Reviews of Grapevine Ford Lincoln.csv
15414,8,02-Mar-19,"We knew exactly what we wanted when we walked in, easiest sale they could ever make. The problems started in Finance. We were offered a deal and accepted it. A few days later, we were told that deal ""fell through"" but they could offer another deal, at a higher interest rate. Fine, we took that deal. Two weeks later, yep, that deal also ""fell through."" Finally a third deal was offered, at an even higher interest rate. We had this vehicle for over three weeks before the deal was actually finalized. This dealership is an absolute joke, I wouldn't recommend that anyone go there for any reason, even to make a u-turn in the parking lot. ",1,881,Texas_without_threshold\Kia26 Reviews of Clay Cooley Kia.csv
11462,2,28-Feb-19,"BUYERS PLEASE BEWARE OF THIS DEALERSHIP!!!! PLEASE DO NOT LOOK AT THEIR GOOD RATING, WHICH IS SURPRISING!!!! PLEASE DO NOT DO ANY BUSINESS WITH THESE CROOKS!!!! THIS IS NOT THE FIRST TIME I'M BUYING CAR. I WILL PAY MORE MONEY TO SOME OTHER DEALERSHIP, BUT NOT TO BURLESON HONDA!!!!  ( I KNOW THIS REVIEW IS LONG BUT IT WILL SAVE YOU TIME AND RESPECT) PLEASE READ THE REVIEW!!
In my dealings with multiple dealerships, this was the far most worst experience ever. My family has owned Honda for years and that's all my family drives. 
I went to buy a car from them and test drove couple of them. Finally made a choice and told them to bring the numbers. They offered the vehicle for $17995 and these guys bring me the numbers for $24,600. What is kind of deal is this. They hide hidden numbers, without asking me they added $3000 as a warranty on A CERTIFIED USED HONDA!!!! I walked out of the dealership, but Jose Fuentes, the sales manager, came running after us in the parking lot asking for our business. We agreed on the negotiated price. Now came time for finance. They would not agree on the finance rate. We told them we would do cash out buy and they agreed. During all this time they were taking soooooo long to do things, it was time for me to go to work. We agreed that we pay the down payment and come on Monday and finish the final document signing. 
Come Monday, the sales man came and asked me if I still wanted to finance? I thought they are my neighborhood dealership they should get business as well so I agreed to finance. Over the weekend they offered an interest rate, which was within our range. So I told them give me the same  interest rate, I will finance. Marcus McRae, the finance director, who should really apologize the way he behaved approached me and said flat out NO they will not offer the interest rate. This really upset me. I told them what happened to paper on which took my sign and they offered the deal on Saturday. He thought that i would not ask for it. I asked them to call Jose and he  comes and tells me, ""Oh that was just estimate deal"". Folks we are business operating family, when the deal is on the table its a solid when agreed upon. Because Jose Fuentes, on Saturday told me if I increase the down payment he would get me the interest rate, which I did and agreed to pay more down payment. My uncle was with me and he said we would pay the down payment through the company business card. On Saturday, they agreed to charge the credit card. But fast-forward Monday, we were made to sit around for an hour, THE SALES MAN, Allanzo, says he will assist to sign MY finance papers because all the other ""Finance Managers are busy on calls"". A sales man, where is the respect to the customer. After all the paper work is finished Allonzo tell me they cannot charge the card provided. They cannot charge $4000 on a company card because they got new GM and he changed the rules. What kind of business are these guys running. I told them I would give them my company check. I had to drive to 45 mins each way to and fro to get my company check because I did not have access to my personal check with me. I come back and give them the check, they tell me no we cant take the check after 45 mins. This really angered me. They are playing jokes with the customers. Folks, now this had become a very painstaking process. I told them will they charge my personal American Express which they did. Now when I asked Marcus McRae, why wasn’t there a finance manager signing my papers his excuse was that Allonzo is a finance manager in training, which for no reason he could answer any of my questions. I'm an educated person who knows how a person becomes finance manager, being in the business world for so long. Marcus went on to even say why I was starting something, when there is nothing, stating that a salesperson signing my finance document who is not a certified finance manager. Now why would anyone make any business deals with this place, which shows such disrespect and contempt to their customers? Please make a wise choice and avoid this dealership",1,689,Texas_without_threshold\Honda42 Reviews of Burleson Honda.csv
11343,5,27-Feb-19,Their quote did not include bs accessories and then they add almost $2000 to the quote for things you don’t want or need. Classic bait and switch con artists. ,1.8,685,Texas_without_threshold\Honda37 Reviews of Big Star Honda.csv
17648,7,27-Feb-19,"Very disappointed with my experience with Texas Nissan Of Grapevine. My sales girl was wonderful, the rest of the experience, awful.  I was told on a price for my monthly payment and signed for what I believed was that price, however I was given all the wrong information, showed the wrong papers that I was signing, then used my electronic signature on the papers with the higher price as I was being read the apparent ""wrong"" contract with the price I was thought I was signing. The finance person that was helping me out was obviously checked out of their job because they told me that they had just put in their 2 weeks notice so obviously did not care to much with what was going on. When I went up to the dealership to try to correct the issue I was basically told there is nothing that they can do since technically I did sign the ""correct"" documents even though I was given completely different paperwork as I left there that day. They had no reason or excuse for giving me the wrong documents but just said there is nothing they can do. Not once did a manager come over to talk with me about the problem, I just had to deal with the finance people. I was told that because the finance person ""isn't the boss"" then they don't really have control over anything even if they give out the wrong information. The difference is only $8 but I do believe it is the principal of it all to correct a mistake that they had made. I had family that was going to go there when their lease is up but now they won’t be taking their business there. At the end of my lease I will turn in my keys and take my business elsewhere.",1,1056,Texas_without_threshold\Nissan104 Reviews of Texas Nissan of Grapevine.csv
8747,5,26-Feb-19,"Signed for a mustang without the full down payment and they gave us a month to come up with the 2,900 for the 3,900 down payment cause I already gave 1,000. 2 weeks go by and they called me tell me I needed to bring the car back because I wasn’t approved because I didn’t make enough to afford the car which is understandable, so my boyfriend ran hit credit because he make more so we can keep the car. But the guy said “if  bank don’t except it we don’t get paid”. So they told us to come back the next day but, we didn’t because my boyfriend got off work late so we went Saturday. Friday we discussed getting something cheaper so we financed a cheaper car. And was approved with documents to prove that we were. So that Saturday we got the new car and tried to take the Ford back but the finance guy (after about 10mins., pretty sure he was figuring out what to say) said, “you signed for it so it’s yours”! WE WERE NEVER APPROVED FOR THE CAR! We called the back we weren’t approved for and they said they sent the contract back, but Jorge Rodriguez said that we got a “Special Managers approval 😑! He lied! He’s been buying time or thinking we would leave it alone but not us. There’s xxxxxxxx and will take you for whatever your worth. Even though we signed the contract we went approved for the loan so there’s no deal between the Buyer and Seller and you should receive you down payment back because there is no deal, it’s just a piece of paper with your signature on it! But theytook our down payment and said it’s already been cashed so we’re currently fighting for it back and won’t stop till we get it. Use this true story as an example",1,518,Texas_without_threshold\Ford24 Reviews of AutoNation Ford Gulf Freeway.csv
