Unnamed: 0,Date,Reviews,Ratings,Serial,Name
766,21-Sep-19,"Autonation BMW of Dallas

Edited 09/24/2019
Check received on today, thanks to Mr. Huck Hibberd, the general manager.  When he realized on yesterday 09/23/2019 that we hadnâ€™t received the refund on Saturday, he had it sent to us via overnight FedEx.  It was delivered around 9:30 this morning 09/24/2019.  We appreciate you Mr. Hibberd. BMW of Dallas need more people like you who take customer service seriously and keep their word. Unfortunately 5 stars because of Mr. Hibberd plus 1 star for previous experience equals 6 divided by 2 is 3 stars average. 

Posted 09/21/2019. 
They only treat you well when it benefits them. 65 days and no refund.  Would you let me drive your car off the lot and keep it for 65 days before buying it? No? Then why should we have to wait for our money?

My husband and I bought a BMW from them, but decided to trade it in. When we were thinking about purchasing and up until the deal was done, they were to eager to help. We were getting calls the week before. We got to the dealership late, but they stayed open for us to close the deal. They even took care of some things on the car for us the next morning.  We thought it was a great experience. 

So when we traded the vehicle and received our paid in full letter from the bank, we sent all of the proper and correct documentation to BMW of Dallas to receive a refund for the tire and wheel contract.  This was done via email and sent to the finance director.  Almost eight weeks later, we call to check on the status of the refund. Well, it took about a week and a half to finally talk to someone in finance. The original person we spoke with was transitioning to another department; therefore we had to start over. Guess who we end up communicating with?  Yep, the finance director and he acted like he didnâ€™t know what the status was and was going to find out.  He even made comments like â€œWe donâ€™t want your money.â€  Well, why did you sleep on our paperwork all of this time?

Okay, so he has someone to send us another document (the last document)to sign and saying this will get the refund processed. Document gets signed and sent back to the finance director and the person who sent the document.  Okay, 7 days later, I email the person to check the status of the refund. Iâ€™m thinking at this point it should have been expedited because they dropped the ball.  Well finance director emails that night and states â€œweâ€™ve done everything on our end. The refund usually takes 60 days.â€

So basically, we had to suffer because they messed up and didnâ€™t feel it was urgent enough to be escalated or expedited.  After going back and forth on several emails with finance director and even sending one to the general manager, finance director says corporate has received our concerns and get a check out next week. 

We donâ€™t care how it works normally, because this is not a normal situation. We didnâ€™t purchase a vehicle from corporate and the 60 days were up last Monday, September 16th.  This is not the first time we have traded a vehicle and received a refund. Dealerships are able to cut the check on their level if necessary. Apparently this isnâ€™t necessary enough to do that. 

Finance director says he is accepting accountability and once he gets the check in his hands, he will get me a Fedex tracking number.  He never once apologized about this until I threatened to post a bad review which we donâ€™t usually do.  He basically said if I feel Ike I have to do that, then go ahead. 

So until we get our refund in our hands, Iâ€™m posting this review daily. ",1.7,38,Texas_without_threshold\BMW40 Reviews of BMW of Dallas.csv
4167,26-Aug-19,"First, Iâ€™d like to start by saying our salesman, Jose, in used cars was great. My husband and I purchased a used vehicle from Autonation Dodge 8/17/2019. The car was at another dealership and they needed to go get it. Totally understandable as AutoNation has hundreds of cars across many locations in DFW. We are in the used car sales department when the vehicle gets back and my husband goes outside to check it out. MANY very noticeable damages that were never disclosed to us via the sales person (as he did not know because it was at a different location) nor the listing description on the website and the car was FILTHY. We agree to take care of the damages ourselves in order to hurry the process along and get out of there as we had been there for roughly 5+ hours at the time and one of the sales managers tells us he will lower our payment if we agree to handle it on our own, not to mention I loved the vehicle, damage and all. They provide a quick outside clean of the vehicle and a quick â€œwipe downâ€ of the inside and tell me to bring it back for a FULL detail. 

We finally make it to the finance office about 7:30pm and the gentleman shows us the final paperwork (payment not lowered as mentioned by the previous manager) .. We discuss with him what we were told and he fixes that issue. We then tell him that our sales guy as well as another manager had told us we could do a deferred down payment for 28 days if we leave a check with them which was a HUGE blessing to us. He says â€œyep we can definitely do that we just run the check through a system that verifies that it is attached to a real accountâ€ .. Okay great. He proceeds to â€œverifyâ€ the check and then says â€œoops, I almost processed it for today. I cancelled it though so it wonâ€™t pull out of your account, youâ€™ll just need to bring me a different check if thatâ€™s okay because now this one is saying it is a duplicate checkâ€ .. Confused I ask if he is SURE it is not going to pull from my account right now and he ensures me it will not and not to worry. We finally, at 9pm, leave the dealership and although it was a lengthy process with a few issues as mentioned, I was thrilled about the purchase and love the car. Two days later, my sunroof stops working and is stuck open and to top it off, on 8/21/2019, 25 days early, I wake up and the check has posted to my account causing it to be overdrawn due to the other purchases I had made over the weekend NOT expecting that money to come out when it was not supposed to. 

I got to the dealership and had been sitting in the sales office waiting for someone to help me resolve this matter since 10:15am. Unfortunately, not everyone has $1000 sitting in their account to spend right at that moment which is why we opted for the deferred payment that they agreed to do. 

About 11am a finance manager as well as another manager came in to speak with me. I explain the situation to them and I am told they have to contact corporate in order to get an answer on reimbursement of the hold check that they were not supposed to deposit until September 14th. I explain to them that I will need to know whatâ€™s happening with this situation THAT DAY and in the mean time will go back down to the used car area and get the detail they had promised. When my car was sent back (at 11am), I was told it will only take an hour in which I explain â€œthatâ€™s perfect. I have to get my daughter by 3â€ .. About 2pm (still waiting on my vehicle) I begin asking around to see if someone can get me an update on where my car is and why itâ€™s taking so long and Iâ€™m told several times that itâ€™ll be just a few more minutes. I do understand details take time. However, they DO NOT take 3 and a half hours! After my 3 and a half hour wait, I am then presented my keys and shown to the door where yet another sales â€œmanagerâ€ proceeds to open the door and tell me â€œyour car is right down there on the other side of that gray truckâ€ .. Oh. Okay. So now we donâ€™t even bring the customers car back up to them? They have to retrieve it themselves? I get in my car, and what do you know? Itâ€™s NOT detailed. What seems to have taken place is that they took my car back to detail, no one got to it then when realizing they hadnâ€™t gotten to it (after SEVERAL reminders from me to check on it because I had to go in order to get my daughter in time) they did a quick wipe down with what seems to be lint covered rag and the car is just as dirty as when I brought it in. 

While waiting on the â€œdetailâ€ I was told that they had spoken with corporate and will be reimbursing me the $1000 and I should have it in my account within 24 hours. Fast forward 24 hours.. no refund. My husband and I return to the dealership Wednesday 8/22/2019 to be told that cross-check and my bank placed a hold on the check but that I would have the refund within 12 hours. Fast forward 12 hours and then another 24.. no refund. Saturday 8/24/2019, a week after purchasing my car, still no refund. My husband returns to the dealership and he is told that on Monday, when accounting gets in, they will cut me a check for the $1000 as well as for any fees we may accrue due to their mistake and they are so sorry for the inconvenience and the finance manager gives my husband $300 out of his own pocket to help the situation. Fast forward to today, Monday 8/25/2019.. no check was cut for us and we are then told that â€œthey canâ€™t cut us a check because they are showing that original check was already returned to us which it was not and we have proven that to every person up there several times by showing them our bank account/statements. 

The run around this place gives not only its customers, but itâ€™s employees as well, is absolutely mind blowing and the lack of accountability and respect is disgusting. Needless to say, we donâ€™t see ourselves being reimbursed for their mistake but I will do my best to make sure anyone I know doesnâ€™t ever do business here. ",1,309,Texas_without_threshold\Chrysler33 Reviews of AutoNation Chrysler Dodge Jeep Ram North Richland Hills.csv
1145,08-Aug-19,"I have taken my company vehicle about 5 times - I paid for oil change that was never completed , so I have to complain to manager and get it corrected. 2nd issue i- had rotars  and brakes done - I take it to another mechanic  and find out they  finnigan did not so it correctly and left some bolts off. I contacted Jammie (service manager) and he said directors would not refund or pay for the other shop to fix it. Bottom line their service department is horrible,  waist of money and time - strongly suggest go somewhere else.",1,64,Texas_without_threshold\Buick2 Reviews of Finnegan Chevrolet Buick GMC.csv
23601,30-Jul-19,"
Sold me car extended warranty contract Not active
The dealership sold me extended warranty contract in 09/08/2017 for $3000 and when I sold my car later in 4/5/2019 went to the dealership to cancel my warranty for the car 2013 Lexus gs350 and one of the finance manager filled cancellation form and after 3 month still no refund, so I stop by and talked with one of the finance managers and his name Salvador Garcia told me he will find out with the corporate office about my refund in 7/5/2019 till today 7/30/2019 once telling me the corporate said they gave you the refund then said oh they said no one submitted cancellation to us then later said oh the warranty already expired and that is why no refund then said oh I don't know where your refund give me more time to see what the corporate office find out , so I contacted the warranty company direct to see what is going on and the told me this warranty contact never exit never been activated by the dealership and look like the dealership charged me in the financing the warranty cost without activating the warranty contract and today when I told the dealership about it that never been activated they said not our job to handle it we just trying to help you . Go by yourself handle it with the corporate office , it is been 4 months now and no one know where is my money , and I was without warranty while driving my car for almost one year and half .... the payment for warranty cost was add to the finance amount paid by usbank ( warranty cost $3000) ... need the full cost of the warranty refund it to me plus interest I paid on it  ",1.2,1322,Texas_without_threshold\Volkswagen46 Reviews of Clay Cooley Volkswagen Of Richardson.csv
19042,03-Jul-19,"Made a credit card payment at Viva Nissan that was never sent to Nissan Finance, of $375.
On May 11th I made a credit card payment for the tax title and license of $1381 and of $375, a total of $1756. The $375 was to bring the purchase total to $16,600 since they were showing a balance due of $16,975 which was not reflecting a payment I had already made online with Nissan Finance to already bring the balance to $16,600. Alexis Soto the finance employee handling the purchase order said not to worry the payment made at the dealership would be sent to Nissan Finance and they will realize I made a double payment and refund me. As I spoke to Nissan Finance on 5/31/2019 for the last time they said they cannot refund me money they did not receive from the dealership. They only received the check from Bank of America sent of $16,600 which they received on May 20th after Viva Nissan received it on the 15th of May.When I spoke to Viva Nissan for the last time on 05/31/2019, Alexis Soto told me regardless if an error was made they will not be able to send me a refund. He said that is just not the way things work at the dealership. Alexis said no one told him to send the $375 to Nissan Finance as part of the payoff amount so he is not going to send it to them either. Alexis Soto said that I gave a down payment at the dealership, but as I mentioned to him that was noted incorrectly because the amount I paid was to pay for the tax, title, and license that cannot be handled through Nissan Finance and they asked me to go into a dealership so they could work on the tax title and license for me to get the lease buy out completed.
The BBB has contact Viva Nissan twice and both times there has been no response. Very disappointing of organization to do this.

On Cars.com Review, Viva Nissan asks for a call to be made to the manager but the manager has been unable to reach me. Going on a week for them to call me back, but if they cannot contact the BBB they will not contact me. If the manager wanted me to call back he would leave his name or direct line instead of having me try to guess who I need to speak with.
",1,1106,Texas_without_threshold\Nissan7 Reviews of Viva Nissan.csv
19043,26-Jun-19,"Made a credit card payment at Viva Nissan that was never sent to Nissan Finance, of $375.
On May 11th I made a credit card payment for the tax title and license of $1381 and of $375, a total of $1756. The $375 was to bring the purchase total to $16,600 since they were showing a balance due of $16,975 which was not reflecting a payment I had already made online with Nissan Finance to already bring the balance to $16,600. Alexis Soto the finance employee handling the purchase order said not to worry the payment made at the dealership would be sent to Nissan Finance and they will realize I made a double payment and refund me.As I spoke to Nissan Finance on 5/31/2019 for the last time they said they cannot refund me money they did not receive from the dealership. They only received the check from Bank of America sent of $16,600 which they received on May 20th after Viva Nissan received it on the 15th of May.When I spoke to Viva Nissan for the last time on 05/31/2019, Alexis Soto told me regardless if an error was made they will not be able to send me a refund. He said that is just not the way things work at the dealership. Alexis said no one told him to send the $375 to Nissan Finance as part of the payoff amount so he is not going to send it to them either. Alexis Soto said that I gave a down payment at the dealership, but as I mentioned to him that was noted incorrectly because the amount I paid was to pay for the tax, title, and license that cannot be handled through Nissan Finance and they asked me to go into a dealership so they could work on the tax title and license for me to get the lease buy out completed.
The BBB has reached out to Viva Nissan twice and both times there has been no response. Very disappointing of organization to do this.
",1,1106,Texas_without_threshold\Nissan7 Reviews of Viva Nissan.csv
22221,21-May-19,"I give this a -1 for dishonest business practices. Grapevine Toyota(Texas Toyota) added a charge to my financing of $1200 and did not tell me about it. I find this out later and they would not refund my money. It was for some special coating of the interior and exterior that is a scam. It does nothing. What a ripoff place. 

I will never buy here again. I should file charges. ",2.4,1260,Texas_without_threshold\Toyota124 Reviews of Texas Toyota of Grapevine.csv
537,09-Apr-19,"Hi

I took my 2011 Audi A4 for a 55000 miles service.
Bill came up to 2000$. (Oil change, coolant, brake fluid)

I was over billed 300+$ for Tire-rotate and Wheel balancing (which was never done)
They promised a refund for Tire works that was never done.

But later realized that they cheated me, I never got my refund.

Please stay away from Audi-Plano-Service.


",1,21,Texas_without_threshold\Audi43 Reviews of Audi Plano.csv
22872,06-Apr-19,"I like the Sienna I bought In June 2018. However, when I was signing the Vehicle Buyers Order, there was an item on there that had not been mentioned before. The salesman (I think his name was Dolph)  told me it was for 5 years of oil changes. Since I live it Fort Worth, I told him I did not want it because I would not drive that far for service. He said I should be able to use it anywhere and if not, let them know and they would refund it. Sure enough when I went to Freeman Toyota in November to get my oil changed, it was not honored. Mallorie, the service advisor, researched it and told me it was for the Sport City Oil Change Program and was not transferable. I called and spoke to my salesman at Sport City who said he would speak to his manager and call me back. He did not. I called the finance manager several times, but my calls were never returned. I was out $599 for nothing. As far as I am concerned this is deceptive trade practices so BEWARE!",2,1289,Texas_without_threshold\Toyota47 Reviews of John Eagle Sport City Toyota.csv
15537,05-Apr-19,"DO NOT DO BUSINESS WITH THE FINANCE PEOPLE OF THIS PLACE.

If I could give zero stars to the finance section of this establishment, I absolutely would.  My story started back on February 23, 2019 and I am still battling with them to this day.  I've tried to be patient but with BILL LITTLE completely disregarding me yesterday and the Finance Manager just happening to be out that day and I have not gotten any message back from the GM, I thought I would take it to the internet because people need to know how to not get screwed.

I purchased a Kia Niro from these guys on Feb. 23.  Walked in with financing already in place for X amount.  Found a car, purchased it with said X check from the bank and used my own CREDIT CARD for the remainder of the car balance, which was roughly $1800 or so.  We then speak with BILL, who scammed us so hard I can't even believe he's still there.  He talked to us about the extended warranty and why we should get it, prices, etc and when he saw I didn't want to pay that much (or really any at all) he was all like ""Oh well here let me give you my employee discount rate.""  In retrospect, that was probably the ACTUAL amount of the warranty and he was just screwing with us, as most dealership people do.  But for whatever reason, I decided to go ahead and purchase it with the guarantee that I could cancel it within 30 days and get a full refund.  THIS IS WHERE THE BATTLE BEGINS.

I asked this man, BILL LITTLE, that since I was paying for this warranty SEPARATELY (ie, I was putting the full $2691 on my CREDIT CARD) that if I did cancel it, if it would be refunded via credit card or paper check since this is the method of payment.  HE. SAID. YES.

Two days later, I walk in and cancel the warranty.  I signed the paperwork he provided and said the refund would credit back to my card within 3-5 weeks.  Good, easy enough, right?  Wrong.  So, so wrong.

I started calling Kia to reach Bill starting on 03/21/19 to speak with Bill and see where the refund status is at since my credit card cycle was closing on 04/03/19 and I needed to know when the $2691 would be hitting.  He did not respond.  He did not call, did not answer messages, anything.  Finally, after calling for days, on 03/30 I got ahold of another lady, (Jenn?) and told her what was going on, she said she'd talk to Bill but since it was the last day of the month (NOT MY FAULT) he might be busy.  I even had a friend go in in person later to stress the urgency of this issue.  Nothing.

Come Monday 04/01, I finally get a call from Bill saying he'd look into it and get back to me by the end of the day.  And of course, he didn't.  I emailed him with my number stating this is really urgent as the cycle closes in mere days.  Nothing on Tuesday 04/02.

I go into the dealership on Wednesday 04/03 to speak with him in person and OF COURSE he is out for the day and NOBODY there has any idea what he's doing.  I am basically told 'sucks to be you, come back tomorrow' even though I stressed how important this is.   Thanks guys, super helpful.

Yesterday, 04/04, Bill finally contacts me (at 12:20pm--so much for ""first thing in the morning"") and said in almost these exact words, ""Due to an error on my part I essentially attached the warranty information to your contract so the refund is going to be processed to your lien-holder and will reduce the amount you owe on the loan with them.""  WHAT. THE. ACTUAL. xxxx.   No Bill, NO.  This is NOT what we discussed.  The lien-holder has NOTHING to do with this.  I made a deal with them for X amount and paid the rest via credit card and did the warranty SEPARATELY.  I was told, on the original DAY that we even did this, that it would be refunded via credit card SINCE THAT IS HOW I PAID FOR THE xxxx THING IN THE FIRST PLACE.  The fact that it was an error on YOUR part, YOURS, has nothing to do with me.  I tried explaining to Bill that this was not acceptable and his basic response was ""you wanted an answer, this is what I got"" with ZERO inclination to actually help solve the issue. No apology, no offer to come in and figure it out, nothing.  I finally said well let me talk to the accounting people then and he mumbled something about them calling me or something then promptly hung up.  Ridiculous.

Hours pass, no call from accounting.  I call Kia AGAIN, this time asking for a finance manager or the GM as I now would A) like to file a formal complaint against Bill and B) I still need to get this $2691 back onto my card and not to the bank, whom has nothing to do with this whatsoever.  I was told the GM was out to lunch and the finance manager, of course, was conveniently out that day.   I left my name and number with the receptionist and was told she'd give it to the GM.   

This brings us to today.  I never got a call from the GM or anybody since 12:20pm yesterday when Bill basically said to suck it.  I now have a $2691 credit card bill due with interest because he could not give me an answer in time, nor do I have the means to actually pay for it WHICH IS WHY I CANCELLED IT IN THE FIRST PLACE.   

I am so fed up.  Nobody is willing to simply hit the ""refund to credit card"" button or take responsibility for messing up. I should not be penalized for BILL'S mistake when he explicitly told me time and time again that getting it on the card was correct.  So here I am.  Waiting to hear from the GM to file a complaint but really all I need is for this $2691 to be given back to ME somehow, not my lien-holder. 

The lack of communication (never heard from Bill or anyone in the 5 weeks that had already passed before he contacted me finally) and blatant disrespect is what has made me reach out to other outlets.  

I would appreciate it if ANYONE from the higher up chain would contact me and get this problem fixed (Bill absolutely has my name and number at this point, as does the GM of this location).  YOUR employee has messed up and he is refusing to take responsibility for it or try to amend it and I cannot believe this would be acceptable in a business setting.",1,888,Texas_without_threshold\Kia33 Reviews of Kia of South Austin.csv
23171,05-Feb-19,We did not want to buy it but they said we can cancel it anytime for full refund. Now they returned only 50% while the car is only 2 years and we never started to use this warranty yet.,1,1300,Texas_without_threshold\Toyota75 Reviews of Mike Calvert Toyota.csv
