Unnamed: 0,Unnamed: 0,Date,Reviews,Ratings,Serial,Name
2810,0,13-May-20,"I spoke to David in the internet sales department.  I inquired about a car they had that I found on Car Gurus.  I emailed them and then called them.  Everything seemed to be going well in our conversation until we came to dealer fees.  They charge $2,495 as a mandatory add on for a GPS tracker.  Yes, that is two thousand, four hundred,and ninety five dollars.  I told David I had no interest in that package and he said it is mandatory and if I didn't want the GPS tracker installed that they would just raise the sale price of the car by that amount.  Keep in mind this has nothing to do with the bank wanting a tracking device as I was planning to pay cash.  It is sad that the dealership feels the need to false advertise the price to get customer interest.  If you want a certain price for the vehicle then ask for it.  Don't mislead people with the hope that you can convince someone that adding $2,495 for fluff is normal.",1,227,Texas_without_threshold\Chevrolet49 Reviews of Clay Cooley Chevrolet.csv
4953,0,11-May-20,This is a sleezy company. They are bait and switch.?run don’t walk away . They tried to get me to pay for items that were already installed on the price ,1,340,Texas_without_threshold\Chrysler63 Reviews of Tomball Dodge Jeep Chrysler.csv
3258,1,10-May-20,"I went to the dealership today moved by the good deal I saw online. However, they wanted me to pay over $ 1,000 on add ons for a preowned vehicle . they will not removed or negotiate the price for those items.  Everybody knows that add ons don't add value to the vehicle. It is a very low/ bad practice, not to display that info and let customer know until the numbers  are run. $ 1,000 for add ons on a preowned vehicle , really. that's xxu my friends, morally low, worst of all it was a basic vehicle with no power wheels or tint or locks. F/ liers.
",1,257,Texas_without_threshold\Chrysler11 Reviews of Mac Haik Chrysler Dodge Jeep Ram.csv
11460,0,10-May-20,"Beware of Hidden fees!!! BAIT & SWITCH!
The price they listed on their website is not what they will quote you in person! I also used the USAA TrueCar app which gives Military discount price but they don’t follow it. What is the point of having those apps as a tool for car buying guide if dealership doesn’t follow it. The salesman and manager will always find a way to make an excuse and blame something like inaccurate prices on USAA TrueCar app that promises accuracy and instant price breakdown on vehicles from dealership that they partnered with. I mean c’mon it’s 2020, stop living like it’s 1985! People can find the answer over the internet nowadays and compare. It’s disappointing and that they treat people like veteran customers with a whopping extra $2100 on the top of a used car valued under $15k!!! By the law, consumers only pay for Tax, Title, and License (registration). Document fees should be at the maximum of $150. I was told that the $2100 is to recoup the cost for the reconditioning of the vehicle and when I checked the battery the sticker was dated 06/18 which is 2 years old!!! Make sure y’all check the battery stickers for date (warranty) and tires are stamped with dates because that’s how manufacturers keep track of the warranty! Don’t let dealership ripoff honest people and don’t let Honda Burleson take your hard earned money. Only pay for what is listed on the website and the Actual Vehicle Value. Any extras like tint, wheel locks, and etc are not required to pay by the law! Dealership installed items are gimmicks! I understand the work that is done but if they are going to charge me extra $2100 for reconditioning then why they didn’t even fix the bumper damage of the car. The only thing that is relevant to the repairs are the new tires and that’s it! When I talked to the manager I told him that I don’t want to pay for dealership fee $2100 because it’s not listed on their website. They will try to argue and show you the generic message (footnotes*) thinking they can somehow make you believe that you are required to pay extra because you are stupid enough not to understand the internet price and basic math! Stop making excuses, be fair and honest to customers. Don’t even mention transparency if you can’t itemized the items for charging extra $2100. It’s a xxxx used car! Not an antique. Car buying experience should be fun but my salesman asks me questions like I’m a dollar sign! Be knowledgeable on the product and explain the functionality of the vehicle before proceeding with the price and then don’t go to your manager when you can’t decide about the final price because you don’t make the finance decisions! You’re a salesman for a reason so earn your title, managers manages employees and not customers! I can’t even imagine how they make sales in new car department...

",1.6,689,Texas_without_threshold\Honda42 Reviews of Burleson Honda.csv
19314,1,10-May-20,"These negatives reviews are very real. Nasty bait and switch tactic, they will say anything to get you through the door. 
Expect to pay at least 4-$5000 in additional charges On top of the car price and taxe and licensing fees,  like cleaning, recondition fee and other bs. Plenty of dealerships in the sea. Stay away from this place ",1,1111,Texas_without_threshold\Nissan94 Reviews of Nissan of Rockwall.csv
22070,1,10-May-20,"This is the type of dealership that gives the car buying business a bad name. Did a lot of research for what was a fair price for the truck I was looking for.  Got a quote from TrueCar with an estimated price that was on the lower end but still in the range of what other dealerships were offering. Chose to check out this location first due to it being my preferred color and trim.  I test drove the vehicle and spoke to a very nice sales associate and indicated I would be interested in the car for the right price.  Her manager or finance person then came over an outlined outrageous costs for the car. The total was over 10k more than what truecar quoted and about 5k over what their own website shows.  All before tax title and license. Not really interested in paying nearly 15k over what I saw online, I indicated that the price seemed high. They basically charge full MSRP then add on a “lone star package” and a “security package” that add 5k to the cost of the car.  He made it sound like those extras were upgrades to the car but that was already added to to the MSRP as noted on the car sticker. He also acted like the car really should have been more but they reduced the MSRP and that the rebate was something they helped us out with rather than being a manufacture incentive. Tried to negotiate but sales manager was obviously more interested in making 10k off a car rather than actually making a fair sale. Not sure what I find worse, the fact that they use false advertising to waste people’s time to try to come to the dealership to overcharge them or the fact that uninformed buyers will pay full price plus 5k. ",1,1256,Texas_without_threshold\Toyota100 Reviews of Lone Star Toyota of Lewisville.csv
2709,0,09-May-20,"Wasted hours of time today on what was supposed to be an easy transaction. I worked all numbers last night with my trades, filled out the credit app and went in this morning. When I arrived the tires on the truck I was buying were original and worn out making a lot of road noise and vibrating. When I asked the salesman Steve Steven Montgomery he agreed to replace the tires, then when the buyers order came out it was priced $5000 more than the manager Raul agreed to last night. After they adjusted the price to what we had agreed upon (and was advertised for online) they retracted their agreement to replace the tires.

This is the third time I have tried to buy there with similar experiences. Also looked at a 2020 High Country w/7k miles that was priced over new at Cavender and they wouldnt budge. If you want a fair deal, skip this place.",1.4,221,Texas_without_threshold\Chevrolet4 Reviews of North Park Chevrolet.csv
3925,2,09-May-20,"Please beware of this dealership!!! The prices advertised are not even close to the actual price. A jeep online was listed for 33k, when I got there they stated that it was 53k. Very classic bait and switch routine and please DO NOT PURCHASE FROM THIS DEALERSHIP! ",1,291,Texas_without_threshold\Chrysler22 Reviews of Mac Haik Dodge Chrysler Jeep.csv
19315,2,09-May-20,"We went in on 5/9/2020 to look at Nissan Rogue Sports, which were being advertised at $17,700.  I'm not naive enough to think that $17,700 is the drive-away price, but the salesman we dealt with, Drey Pryor (sp?), told us that it was going to cost $26,000.  Are you kidding??

So they pulled the classic ""bait and switch"" which, by the way, is an actionable Deceptive Trade Practice in Texas.  But whatever, no hurt feelings.  I can brush off slimy sales practices and just head somewhere else without a care in the world.

What I CANNOT abide (and the real reason for my post) is how incredibly rude Drey was toward us.  He was aggressive, patronizing, and dismissive of any questions we asked.  He spent about 5 minutes talking to us, which was mostly him lecturing us about why we were naive to think the car would actually cost anything CLOSE to the advertised price.  He lectured us about waxing, ""scotch guard"" crap, refurbishing costs, etc.  

I repeatedly asked for a statement showing the drive-away price and the charges that would go into the price but he wouldn't accommodate us.

When we said we couldn't pay what he was demanding, he stormed off without even saying goodbye.  As soon as we finished saying the price was too high, he stood up and walked off, saying ""take care"" when his back was already to us.

Nissan of Rockwall: how do you employ someone like this???  I've never encountered someone so rude at a retail store before.  Shady and dishonest?  Sure.  But at the very least I expect common courtesy and civility while I'm being screwed.

DO NOT GO TO THIS DEALERSHIP.",1,1111,Texas_without_threshold\Nissan94 Reviews of Nissan of Rockwall.csv
2811,1,06-May-20,"Terrible dealership.  Gamesmanship and upselling.  Drove 45 miles after speaking to Don Johnson and was first time told when i got there that dealership would not honor the price advertised on cars.com. Talked down to me and claimed i should have clicked more somewhere else on some page and then it would mention a $2,000 add-on. Never saw it.  Stay Away.  Bait and switch. Never treated so poorly by a dealership.",1,227,Texas_without_threshold\Chevrolet49 Reviews of Clay Cooley Chevrolet.csv
3668,1,06-May-20,"Terrible dealership!! The worst in customer service. They don't communicate or return messages. They're not competitive in pricing. If you want to pay sticker/sucker pricing, shop at this dealership. ",1,288,Texas_without_threshold\Chrysler21 Reviews of River Oaks Chrysler Jeep Dodge Ram.csv
8631,0,06-May-20,"I was hoping for a great experience. I worked with my salesman over the phone before arriving. We came to an agreement on the price of a new pickup, I confirmed this with him twice. When I arrived I heard “simple mistake” and the price was $5,000 more than discussed. Additionally, there was an $1,100 accessories fee they added to the already inflated price. The last thing, and I knew it would be different (lower), is their online trade in calculator. It is based on Kelly Blue Book values. The salesman stated they don’t use KBB but rather the current auction rates. Fine, but don’t have it on YOUR website as a customer resource if it doesn’t matter. The total price discrepancy was over $10,000. I was prepared to walk out with a new truck. They did not uphold their end of the deal. When I let the sales manager know what happened he just stared at me, zero response. Pretty unethical sales tactics. I do not recommend this dealership",1.2,513,Texas_without_threshold\Ford21 Reviews of Bluebonnet Motors.csv
22071,2,06-May-20,"I purchased a 2016 Mazda CX-5.  Love the car!  However, I filled in the application that was sent to me by the saleslady as I told her I didn't want to be there all day.  I still was made to fill in a paper application at the dealership.
Of course, they brought in the paperwork and a ""security package"" of $2995. had been added to the online price.  I told them I would pay the online advertised price only.  They came back with more paperwork and had reduced the security package price to $995.00.  The sales lady told me to draw a line through the $995. and write at the bottom of the paper that I would pay the online advertised price and then sign it.  That's what I did.  We were at the dealership over two hours.  I had already picked out the car so that time was spent doing I don't know what!
Upon arriving home, I noticed the one key that I was given was cracked and was missing part of the plastic.  I emailed the sales lady asking for a replacement key free of charge.   She said she asked her sales manager and she told me ""he said the vehicle was sold at a loss well below market value. Since the security pkg. was declined and not paid, there isn't room for him to help or replace anything beyond the purchase of the vehicle.""
Wow.  So, basically I paid $17,000. for a vehicle with one key, and a broken one at that.  
I do NOT recommend this dealership.   

 ",2.8,1256,Texas_without_threshold\Toyota100 Reviews of Lone Star Toyota of Lewisville.csv
12301,0,04-May-20,"False advertisement. When you go to sign, they add 2,793 for the “peace of mind” that they provide with all their vehicles. This isn’t mentioned until after you agree on a drive out total. False advertisement. Horrible service. ",1,719,Texas_without_threshold\Hyundai29 Reviews of Hyundai of Silsbee.csv
9596,1,03-May-20,"Dealership doesn't stay true to deal, adds on extra hidden fees then disrespects buyer!

Be aware of VIT- vehicle inventory tax. Now the name alone makes you wonder why you would have to pay for ""inventory"" tax as the buyer, well you shouldn't.  Its a tax that they are trying to get the consumer to pay for when in reality it isnt a tax that should be paid on the buyers end. Do your research!! When you make a deal for price of vehicle plus tax, license, and doc fee and end up with other misc fees.

Also, a certification isn't $1495 for a certified used vehicle. Pay attention people!! They are a scam and disrespectful. The salesman, Zoltan, will inform you; ""you can afford it, you just don't want to pay"". All they care about is money, trying to suck every penny out of you and making you believe its a good deal.",1,572,Texas_without_threshold\Ford53 Reviews of Rockwall Ford.csv
18066,1,25-Apr-20,"If I really want to share my thought on this dealership, it would be 4 pages long. To some it up, I was told a vehicle was at a certain price. I agreed to the price with the sales person. Price was confirmed. Then they ran may credit. Credit over 700. When it was time to sign papers, the agreed price was increase because they added an extended warranty to my total without advising me in the beginning and saying it was not optional. If they do not reverse the inquiry, I will take this up with my general council. This is just one part of the issue with this dealership. Rude sale reps. Bait and switch tactics, need I say more!!!! STAY AWAY!!
",1,1066,Texas_without_threshold\Nissan170 Reviews of Central Houston Nissan.csv
10036,2,23-Apr-20,"*BUYER BEWARE*
First off let me say that when I first found my vehicle it did not have a price so I went ahead and called I was told “X” amount and that the vehicle had just been traded in. When I got there I was greeted by a sales representative who had cleaned the truck up which I appreciated. I explained to them that because it was used as well as a diesel that I would like to get it inspected by my mechanic just to ensure this is worth my time. He explained to me that the vehicle also will go through inspection before they are ready to sell, but he let me take the vehicle for 48 hours for the inspection by my mechanic which I appreciated. Before I could return the truck I got a call that someone else was also looking to buy the truck. I said I was still interested but I will go ahead and wait for the truck to be inspected by the dealer before we talk numbers. I was explained that the only way the sales price would change is dependent on how much money it would cost to repair things on the truck. So i got to the dealer and It must have been only 30 minutes and he came back with only one issue that the truck had (needed new batteries) I was surprised that the inspection was done so quick but more to my surprise was how many things the dealer missed when Conducting this inspection.  This whole time I had been under the impression that their inspection would take at least a day which i would have been fine. He then goes to tell me that this negotiation process is unfair because my mechanic had the vehicle for 24 hours. The sales guy explained to me that he was unsure how much they could repair due to the fact that the service center was closed, and instead of holding off till we got prices, he had the audacity to tell me that the other person who would want to buy the truck would pay the price without the repairs. How could a sales individual or dealer be comfortable selling a vehicle that had many mechanical and safety concerns and just sell the car as is? Then he mentioned that because of the time they could not put a hold on the vehicle and they couldn’t guarantee that it would be there the next day.  In order to make the sale he talked to the manager and stated they would write up a contract and repair everything needed that was addressed by my mechanic with the condition that i could not negotiate the price. This tactic put a lot of pressure on me due to the fact that this left no negotiation which is what the reason for me delaying to buy the truck. After talks I agreed to their terms and would have all the repairs done before I took delivery However all I asked was if if they could a replace a manufacture step board (FORD) that had been broken. He explained that the company could not eat $800 and that the price was nonnegotiable. At this point i was so uncomfortable i wanted to get the deal over with. When I arrived home I went the the dealers website to grab the Vin for my insurance company.... my heart dropped when I saw that the price had been changed by $1000.00 lesser....after the dealer said the price would not and could not move. This just goes to show the amount of integrity this dealer has towards its customers. How can they say the price is nonnegotiable however the same day that I signed papers the vehicle price has dropped by $1000.00.  To me this is not right. This has taken money out of my wallet.  To those who are looking to buy from this dealer be very cautious. I would recommend if you are buying used to get your vehicle inspected by a third-party as they only do a 30 minute inspection before putting a vehicle for sale. Also do your due diligence and check their prices as often as possible, as you can see in my experience I signed for a vehicle that was less online the exact same day I bought it. I would hate for anyone to put their life in Jeopardy or be put in a financial bind due to the sales tactics of this dealership. Note: I addressed these concerns with an assistant manager and was told i would hear back from them to make things right. I have not heard anything....",1,591,Texas_without_threshold\Ford8 Reviews of Southway Ford.csv
22072,3,20-Apr-20,This used car dealership is a sham. They are deceitful. We went to purchase a used Honda and confirmed the price before driving there. Left a deposit and told them we wanted the car. All of a sudden we get the invoice and the manager had added over $2000 to the price. When asked he first said that's to make the car sale ready. Then add it to the price you advertise! Later he said he wouldn't back down and we didn't buy the car. This is bad practice and definitely continues to give used car salesmen a bad reputation. I would NEVER send anyone here to buy a used car.,1,1256,Texas_without_threshold\Toyota100 Reviews of Lone Star Toyota of Lewisville.csv
1310,0,17-Apr-20,"I recently purchased a vehicle from Texan GMC . I traded in my truck to and agreed to price. I was ""TOLD"" the sale price of the new vehicle was 68,999 (Denali Ultimate 2500 Duramax) OTD. Shook hands and took the deal. Well i get my first statement in and low and behold it was 68,999 plus ttl and Added another 2900 on top of the agreed to price. I bought all my documentation showing this. the sales manager Lonnie Gibson(Crooked Car Salesman) lied through his teeth and will not honor it. So here I am telling my story so that this Scam / Terrible Business practice doesn't happen to anyone else!",1,83,Texas_without_threshold\Buick29 Reviews of Texan Buick GMC.csv
978,0,13-Apr-20,"While searching for a new 2020 Acadia SLT I found Baytown GMC Buick listing pricing on Autotrader and their website. I contacted sales at the dealership through there website and began asking about the vehicle. As I live a good 2 hours from the dealership I first asked Vincent Pierre to confirm the price listed on the website is accurate. After hours of him ""calculating"" pricing he returns a price that is 5k higher than listed on there website. They claim its dealer add-ons for wheel locks, tint and paint protection. A very old school trick dealers commit to perform a bait and switch on pricing. Luckily they lost my sale without me leaving my home. ",1,47,Texas_without_threshold\Buick12 Reviews of Baytown GMC Buick.csv
9009,2,11-Apr-20,"The managers here lie and do not commit to what they said. They put up a car at sale without photos. I was interested in it and when i looked at the car, there was a fender bender. I liked the rest of the car so , we decided that I ll buy if they replace the fender. Then when i was finally about to sign paperwork they said not replacement just going to fix it . And then another manager stepped in to say that you are only buying a used car . Take it or leave , it does not matter what salesman promised to you . Then they said that we will put this car on lot and sell it as it is , which is fine i don’t care . But there carfax says no damage and has no photos. I actually have text from the salesman promising to replace fender on a agreed price . Finally on integrity , I rate them zero . They will make you feel small if you are not buying  an “expensive car”. It is a sorry thing to see. In addition there is a foot long damage on the alloys of both the wheels in front . Please be aware everybody .On the top of all the lying , they said sign the paperwork for actually buying the car before we even lift a finger to fix the dent .  Additionally, I was told to my face that you have to trust us that we will fix the vehicle but we can not trust you to buy tomorrow even after I i signed the price document and was willing to do some kind of deposit amount. Eventually its not the price , but the egoistic and disrespectful behavior. You guys should Understand , a deal is less important than a customer who will spread good word about you . I hope you take this in the right spirit and work to improve",1,544,Texas_without_threshold\Ford31 Reviews of Baytown Ford.csv
4639,0,04-Apr-20,"advertised car with $5000 discount. when rove over there tried charging $6000 as PRO PACK taking price over the MSRP.

what the waste of time",1,330,Texas_without_threshold\Chrysler51 Reviews of Gillman Chrysler Jeep Dodge.csv
4588,4,02-Apr-20,"Dealership has advertised price of $34299 and then on a USED truck adds a charge for tint $499. VIN etching $599, paint protection $599, and $399 for nitrogen in the tires. They are misleading on the advertised price adding all these overblown options that were probably already charged to the original buyer when the vehicle was new.  This is a SINGLE cab pickup and they charge $499 for tint you can get for $99! Do not let them screw you by forcing all these adds to your NEW vehicle much less a USED vehicle!",1,327,Texas_without_threshold\Chrysler45 Reviews of San Marcos Chrysler Dodge Jeep Ram.csv
